Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Admin_add_stuInfo,,,2018-03-26 12:31:31,2018-03-26 12:31:36,4.815s,FAILED
,,,,,,
Test Cases/Admin_add_stuInfo,,,2018-03-26 12:31:32,2018-03-26 12:31:35,2.805s,FAILED
openBrowser,,,2018-03-26 12:31:33,2018-03-26 12:31:35,1.565s,FAILED
